NeoReferenceID,Name,AbsoluteMagnitude,EstDiainMiles(min),EstDiainMiles(max),CloseApproachDate,EpochDateCloseApproach,RelativeVelocitykmperhr,Milesperhour,MissDist.(miles),OrbitID,OrbitDeterminationDate,OrbitUncertainity,MinimumOrbitIntersection,JupiterTisserandInvariant,EpochOsculation,Eccentricity,SemiMajorAxis,Inclination,AscNodeLongitude,OrbitalPeriod,PerihelionDistance,PerihelionArg,AphelionDist,PerihelionTime,MeanAnomaly,MeanMotion,Hazardous
3753857,3753857,24.7,0.018963,0.0424024,2001-08-22,998463600000,23433.0,14560.3,29097000.0,8,2017-04-06 08:25:26,5,0.0399666,5.607,2458000.0,0.195811,1.10552,4.86666,123.017,424.568,0.889045,32.7494,1.32199,2457880.0,101.845,0.847922,0
3422252,3422252,22.1,0.0627922,0.140408,2001-08-22,998463600000,13490.2,8382.27,29634100.0,20,2017-04-06 09:03:11,0,0.218335,3.436,2458000.0,0.465607,2.30346,1.59739,134.529,1276.94,1.23095,189.221,3.37597,2458520.0,213.586,0.281925,0
3266944,3266944,25.6,0.0125287,0.028015,2001-08-22,998463600000,19380.0,12041.9,14317700.0,10,2017-04-06 09:11:31,7,0.0106174,5.933,2458000.0,0.227255,1.02563,6.1342,313.491,379.387,0.792548,80.879,1.25871,2457880.0,113.556,0.948899,0
3091713,3091713,21.2,0.0950399,0.212516,2001-09-08,999932400000,13010.4,8084.14,26676900.0,21,2017-04-06 09:16:16,0,0.256524,3.122,2458000.0,0.542487,2.71999,5.44472,287.695,1638.51,1.24443,65.3345,4.19555,2458720.0,201.488,0.219712,0
3529624,3529624,22.9,0.0434416,0.0971384,2001-09-08,999932400000,59909.0,37225.1,23154300.0,10,2017-04-06 08:57:18,6,0.139184,3.567,2458000.0,0.524622,2.07283,10.4918,192.379,1090.05,0.98538,98.7395,3.16029,2457570.0,140.921,0.330261,0
2361538,2361538,18.6,0.314707,0.703706,2001-09-15,1000537200000,85878.3,53361.4,45509200.0,71,2017-04-06 09:22:49,0,0.0656486,4.688,2458000.0,0.335198,1.3113,40.4811,200.501,548.468,0.871755,139.016,1.75085,2458170.0,248.647,0.656373,0
2465617,2465617,21.4,0.0866774,0.193817,2001-09-15,1000537200000,23657.5,14699.9,3052890.0,22,2017-04-06 09:19:31,0,0.0321026,5.128,2458000.0,0.229797,1.24206,9.11112,358.485,505.606,0.956639,21.7313,1.52748,2457750.0,176.819,0.712017,1
3070801,3070801,22.5,0.0522283,0.116786,2001-09-15,1000537200000,24258.9,15073.6,20761700.0,32,2017-04-06 09:16:31,0,0.0138531,6.383,2458000.0,0.177246,0.937909,1.25841,30.7926,331.772,0.771669,344.374,1.10415,2457840.0,178.953,1.08508,0
3072273,3072273,24.8,0.0181095,0.040494,2001-09-15,1000537200000,10611.0,6593.27,3796440.0,12,2017-04-06 09:16:27,3,0.0032375,6.159,2458000.0,0.02796,0.98288,5.24539,183.054,355.917,0.955399,233.617,1.01036,2457920.0,79.2042,1.01147,0
3082923,3082923,21.6,0.0790507,0.176763,2001-09-15,1000537200000,49820.6,30956.6,5418690.0,12,2017-04-06 09:16:08,0,0.0303541,5.504,2458000.0,0.254507,1.11019,23.8971,356.178,427.264,0.827641,268.177,1.39275,2458070.0,297.44,0.84257,1
3744322,3744322,22.6,0.0498776,0.11153,2001-09-15,1000537200000,73957.6,45954.4,40853100.0,8,2017-04-06 08:28:12,2,0.248486,6.182,2458000.0,0.410633,0.957124,17.516,341.733,342.019,0.564097,358.417,1.35015,2457980.0,25.4528,1.05257,0
3092343,3092343,25.3,0.0143849,0.0321655,2001-09-22,1001142000000,45899.0,28519.8,1899880.0,9,2017-04-06 09:16:03,9,0.011159,3.534,2452180.0,0.566083,2.08448,6.23758,182.583,1099.25,0.904492,130.188,3.26447,2452140.0,12.8334,0.327497,0
3559843,3559843,25.1,0.0157727,0.0352688,2001-09-22,1001142000000,50288.4,31247.3,38151600.0,27,2017-06-12 12:12:56,0,0.0255378,7.04,2457700.0,0.307568,0.828273,3.40807,160.112,275.333,0.573523,169.669,1.08302,2457670.0,44.904,1.30751,0
3768018,3768018,20.3,0.143849,0.321655,2001-09-22,1001142000000,104506.0,64935.9,46066900.0,7,2017-04-06 08:20:24,5,0.311256,4.783,2458000.0,0.472754,1.27756,35.5954,130.609,527.436,0.673588,155.341,1.88153,2457950.0,35.4197,0.682548,0
3092346,3092346,24.4,0.0217724,0.0486845,2001-10-08,1002524400000,44903.8,27901.5,597810.0,8,2017-04-06 09:16:02,8,0.0029364,4.023,2452190.0,0.523202,1.70625,4.03211,192.486,814.073,0.813537,245.105,2.59897,2452230.0,339.575,0.442221,0
3092356,3092356,20.0,0.16516,0.36931,2001-10-08,1002524400000,23887.3,14842.6,24832800.0,21,2017-04-06 09:16:08,4,0.242684,3.172,2458000.0,0.534166,2.60929,10.4415,167.32,1539.51,1.2155,218.57,4.00309,2458370.0,273.179,0.23384,0
3409648,3409648,19.7,0.18963,0.424025,2001-10-08,1002524400000,114529.0,71163.6,39742200.0,19,2017-04-06 09:03:37,1,0.340435,4.768,2458000.0,0.522425,1.24362,45.5027,211.798,506.56,0.593922,143.015,1.89332,2457750.0,179.235,0.710676,0
3771022,3771022,25.0,0.016516,0.036931,2001-10-08,1002524400000,54194.2,33674.2,31249200.0,13,2017-07-28 06:18:12,5,0.0126898,5.888,2458000.0,0.152524,1.0396,2.83768,25.7409,387.166,0.881036,247.728,1.19816,2457920.0,77.9884,0.929833,0
2354030,2354030,18.5,0.329538,0.73687,2001-10-15,1003129200000,25079.5,15583.4,8787270.0,67,2017-04-12 06:15:42,0,0.0782697,3.342,2458000.0,0.54129,2.3489,4.18142,198.333,1314.91,1.07746,175.174,3.62033,2457440.0,152.132,0.273784,0
3549640,3549640,26.8,0.00720951,0.016121,2001-10-15,1003129200000,43286.5,26896.5,18135000.0,10,2017-04-06 08:56:11,6,0.00192973,6.8,2458000.0,0.218439,0.866304,4.92264,203.473,294.513,0.67707,36.4715,1.05554,2458030.0,320.485,1.22236,0
3674756,3674756,20.2,0.150628,0.336815,2001-10-15,1003129200000,68599.9,42625.3,19241200.0,14,2017-04-06 08:39:38,0,0.200098,3.306,2458000.0,0.637132,2.181,22.7151,17.0665,1176.47,0.791416,9.65737,3.57059,2458090.0,333.186,0.305999,0
3727664,3727664,26.6,0.00790507,0.0176763,2001-10-15,1003129200000,50533.1,31399.3,36643800.0,6,2017-04-06 08:31:53,7,0.0254085,5.113,2458000.0,0.174672,1.24733,12.5625,175.643,508.829,1.02946,184.898,1.46521,2457800.0,143.274,0.707507,0
3745113,3745113,26.1,0.0099519,0.0222531,2001-10-15,1003129200000,39309.0,24425.1,24630300.0,8,2017-04-06 08:27:48,6,0.029105,6.697,2458000.0,0.229795,0.877982,15.5726,166.601,300.488,0.676226,145.581,1.07974,2457860.0,166.413,1.19805,0
3773837,3773837,21.308,0.0904286,0.202205,2001-10-15,1003129200000,53237.1,33079.5,22044400.0,21,2017-06-14 06:17:38,4,0.133663,6.189,2458000.0,0.228574,0.961568,21.7008,205.337,344.404,0.741778,206.791,1.18136,2458070.0,286.25,1.04528,0
3780786,3780786,21.378,0.08756,0.19579,2001-10-15,1003129200000,50187.3,31184.5,42641800.0,6,2017-08-31 06:18:05,4,0.239149,5.528,2458000.0,0.307725,1.09936,24.6065,214.784,421.028,0.761062,348.039,1.43767,2457890.0,96.0863,0.855051,0
2387871,2387871,19.1,0.24998,0.558973,2001-10-22,1003734000000,79499.8,49398.1,31840000.0,45,2017-04-06 09:22:04,0,0.117222,3.477,2458000.0,0.600065,2.10104,10.3939,288.131,1112.37,0.840278,174.701,3.36179,2457800.0,65.0594,0.323634,0
3092415,3092415,22.5,0.0522283,0.116786,2001-11-08,1005206400000,29193.0,18139.4,18084200.0,8,2017-04-06 09:15:55,9,0.191272,4.801,2452210.0,0.1804,1.35801,15.3567,33.2596,578.036,1.11303,60.6755,1.603,2452280.0,318.275,0.622799,0
3092483,3092483,25.1,0.0157727,0.0352688,2001-11-08,1005206400000,29974.3,18624.9,1384530.0,8,2017-04-06 09:15:51,9,0.014091,3.253,2452230.0,0.586212,2.41524,5.85155,231.746,1371.01,0.9994,168.606,3.83109,2452220.0,2.4496,0.262581,0
2162004,2162004,18.2,0.378361,0.84604,2001-11-08,1005206400000,113794.0,70706.9,30783800.0,165,2017-04-06 09:26:41,0,0.0578928,6.455,2455230.0,0.664512,0.890796,7.22033,61.9686,307.09,0.298851,193.547,1.48274,2455250.0,341.67,1.1723,0
3092385,3092385,19.2,0.238729,0.533815,2001-11-08,1005206400000,55405.8,34427.0,6951420.0,7,2017-04-06 09:16:00,0,0.0217859,3.31,2458000.0,0.641698,2.21875,15.5648,36.0451,1207.15,0.794982,65.9929,3.64251,2458300.0,271.606,0.298224,1
3092479,3092479,21.0,0.104209,0.233019,2001-11-08,1005206400000,52334.3,32518.5,12046800.0,25,2017-04-06 09:15:52,0,0.128778,4.954,2458000.0,0.18668,1.27398,26.5194,230.41,525.223,1.03616,119.399,1.51181,2457940.0,39.4649,0.685423,0
3143084,3143084,24.3,0.0227985,0.050979,2001-11-08,1005206400000,45330.3,28166.5,18469900.0,15,2017-04-06 09:14:37,2,0.00180294,6.139,2458000.0,0.201271,0.983999,2.3417,216.426,356.525,0.785949,78.7458,1.18205,2457850.0,150.304,1.00975,0
3170208,3170208,25.3,0.0143849,0.0321655,2001-11-08,1005206400000,32676.5,20303.9,29484800.0,7,2017-04-06 09:13:20,7,0.0121086,6.179,2458000.0,0.354923,0.968443,2.7374,86.5293,348.104,0.624721,127.946,1.31217,2457950.0,50.3863,1.03417,0
3620670,3620670,22.0,0.0657515,0.147025,2001-11-08,1005206400000,78998.8,49086.8,24288600.0,25,2017-04-06 08:47:40,1,0.0479033,7.389,2458000.0,0.499524,0.773531,7.61157,62.2387,248.493,0.387134,191.942,1.15993,2457880.0,177.721,1.44873,0
3733849,3733849,28.3,0.00361332,0.00807962,2001-11-08,1005206400000,57492.5,35723.6,21763800.0,5,2017-04-06 08:30:53,5,0.00235268,6.526,2458000.0,0.288364,0.908798,0.713456,51.5788,316.446,0.646734,225.404,1.17086,2457880.0,135.363,1.13763,0
3346477,3346477,21.7,0.0754929,0.168807,2001-11-15,1005811200000,15909.4,9885.47,25780900.0,14,2017-04-06 09:08:00,5,0.280408,2.993,2458000.0,0.573622,2.93736,6.92209,192.636,1838.79,1.25242,226.486,4.62229,2457740.0,50.9022,0.19578,0
3551475,3551475,23.7,0.0300543,0.0672034,2001-11-15,1005811200000,63668.8,39561.3,23644900.0,12,2017-04-06 08:55:44,5,0.00748771,7.34,2458000.0,0.283433,0.779152,26.9456,233.372,251.207,0.558314,8.28645,0.99999,2457910.0,125.984,1.43308,0
3691589,3691589,21.1,0.099519,0.222531,2001-11-15,1005811200000,28103.8,17462.6,37711900.0,26,2017-04-06 08:38:23,1,0.186385,4.444,2458000.0,0.233015,1.51627,15.3978,37.6062,681.967,1.16296,331.281,1.86958,2458300.0,204.304,0.527884,0
3102686,3102686,19.4,0.217724,0.486845,2001-11-22,1006416000000,66551.4,41352.4,19869200.0,15,2017-04-06 09:15:45,1,0.0782646,3.286,2458000.0,0.768444,2.10184,4.65181,340.372,1113.0,0.486692,353.837,3.71698,2457770.0,74.6907,0.323449,0
3604484,3604484,24.6,0.0198566,0.0444008,2001-11-22,1006416000000,38281.5,23786.6,7899650.0,7,2017-04-06 08:49:44,7,0.0161957,5.76,2458000.0,0.123996,1.0621,16.3385,59.1238,399.803,0.930403,289.223,1.19379,2458170.0,204.947,0.900444,0
3608936,3608936,20.1,0.157727,0.352688,2001-11-22,1006416000000,37770.2,23469.0,15060100.0,26,2017-04-06 08:48:54,0,0.0153549,3.647,2458000.0,0.57229,1.96441,7.88396,140.486,1005.65,0.840197,313.424,3.08862,2458290.0,255.083,0.357979,1
3781708,3781708,26.207,0.0094734,0.0211832,2001-11-22,1006416000000,93975.0,58392.4,44679900.0,1,2017-09-25 13:12:02,6,0.00784378,6.733,2458000.0,0.381024,0.870586,0.952382,188.522,296.699,0.538872,18.5666,1.2023,2457920.0,95.1424,1.21335,0
3102702,3102702,20.8,0.114263,0.2555,2001-12-08,1007798400000,60332.9,37488.5,20032200.0,10,2017-04-06 09:15:42,6,0.161359,3.41,2458000.0,0.47294,2.16151,27.9855,255.286,1160.74,1.13925,167.907,3.18378,2458050.0,343.987,0.310147,0
2329390,2329390,19.0,0.261762,0.585317,2001-12-08,1007798400000,51354.9,31910.0,40111200.0,23,2017-04-06 09:23:37,0,0.265745,3.561,2458000.0,0.479702,2.00209,27.9342,92.6706,1034.72,1.04169,288.677,2.9625,2458390.0,225.665,0.347919,0
2350713,2350713,20.7,0.119648,0.267541,2001-12-08,1007798400000,17503.7,10876.1,29243700.0,56,2017-04-06 09:23:06,0,0.137719,4.854,2458000.0,0.194695,1.34706,6.74546,97.8095,571.059,1.0848,261.377,1.60933,2457860.0,86.9176,0.630408,0
2413123,2413123,19.0,0.261762,0.585317,2001-12-08,1007798400000,26327.2,16358.7,18073500.0,64,2017-04-06 09:21:35,0,0.206278,3.118,2458000.0,0.55601,2.67003,10.9359,266.924,1593.58,1.18547,164.846,4.1546,2458610.0,221.436,0.225907,0
3309287,3309287,21.6,0.0790507,0.176763,2001-12-08,1007798400000,36032.8,22389.4,11646500.0,25,2017-04-06 09:09:36,5,0.0592846,3.153,2458000.0,0.592936,2.54014,10.9307,283.087,1478.72,1.034,165.754,4.04628,2458170.0,317.673,0.243455,0
3619732,3619732,23.9,0.0274098,0.0612902,2001-12-08,1007798400000,56514.5,35115.9,9221910.0,9,2017-04-06 08:47:43,7,0.0663382,7.542,2458000.0,0.453988,0.748571,29.0626,256.3,236.564,0.408729,14.9811,1.08841,2458070.0,259.491,1.52179,0
3102709,3102709,25.4,0.0137374,0.0307179,2001-12-15,1008403200000,67892.8,42185.9,828300.0,13,2017-04-06 09:15:40,8,3.07214e-05,3.045,2452270.0,0.715284,2.50728,1.62873,82.6091,1450.12,0.713863,289.878,4.3007,2452220.0,12.7122,0.248256,0
2011054,2011054,17.0,0.657515,1.47025,2001-12-15,1008403200000,25347.6,15750.0,18780900.0,238,2017-04-06 09:29:54,0,0.121566,3.731,2458000.0,0.447553,1.97836,3.07712,339.216,1016.38,1.09294,92.1162,2.86379,2458360.0,233.779,0.354197,0
2416151,2416151,20.7,0.119648,0.267541,2001-12-15,1008403200000,32420.8,20145.0,40316900.0,71,2017-04-06 09:21:23,0,0.0498954,5.558,2458000.0,0.306382,1.11171,4.57665,10.52,428.139,0.771102,225.683,1.45232,2457990.0,8.42219,0.840847,1
2163364,2163364,18.8,0.287016,0.641787,2001-12-22,1009008000000,79985.3,49699.8,40283000.0,97,2017-04-06 09:26:15,0,0.0264909,4.76,2458000.0,0.369066,1.36567,4.18852,259.975,582.93,0.861646,275.256,1.86969,2458130.0,277.88,0.61757,1
2363163,2363163,17.8,0.45489,1.01716,2001-12-22,1009008000000,56796.7,35291.3,13354800.0,44,2017-04-06 09:22:45,0,0.14011,3.55,2458000.0,0.456435,2.03557,26.8142,268.537,1060.79,1.10647,199.194,2.96468,2457580.0,141.35,0.339371,0
3102700,3102700,21.4,0.0866774,0.193817,2001-12-22,1009008000000,44855.6,27871.5,10339800.0,17,2017-04-06 09:15:43,6,0.080203,4.402,2458000.0,0.33448,1.50275,21.9631,83.3373,672.867,1.00011,42.8281,2.00539,2457690.0,168.671,0.535024,0
3154513,3154513,21.2,0.0950399,0.212516,2001-12-22,1009008000000,65545.6,40727.5,29649300.0,32,2016-05-18 06:16:37,0,0.158693,6.222,2457600.0,0.330493,0.948585,23.899,249.992,337.453,0.635085,154.606,1.26209,2457640.0,313.536,1.06682,0
3364640,3364640,23.2,0.0378361,0.084604,2001-12-22,1009008000000,48438.4,30097.7,33616000.0,11,2017-04-06 09:07:16,6,0.0910316,3.879,2458000.0,0.421128,1.85327,8.34956,293.243,921.526,1.07281,185.139,2.63374,2457800.0,77.3703,0.390657,0
3398652,3398652,19.9,0.172944,0.386715,2001-12-22,1009008000000,80011.1,49715.8,28899500.0,38,2017-04-06 09:04:50,0,0.0118426,5.364,2458000.0,0.287911,1.1408,26.4562,276.033,445.054,0.812351,273.091,1.46925,2458110.0,270.365,0.80889,1
3591611,3591611,21.1,0.099519,0.222531,2001-12-22,1009008000000,51306.9,31880.1,34900000.0,29,2017-04-06 08:51:44,0,0.0251613,5.265,2458000.0,0.298941,1.16454,28.0559,92.8412,459.02,0.816414,267.329,1.51267,2458140.0,252.185,0.784279,1
3701710,3701710,20.1,0.157727,0.352688,2001-12-22,1009008000000,72853.2,45268.1,35119600.0,13,2017-04-06 08:36:58,1,0.0777111,5.481,2458000.0,0.221742,1.10981,28.3993,102.309,427.045,0.863721,234.379,1.35591,2458160.0,223.15,0.843003,0
2467352,2467352,21.3,0.0907624,0.202951,2001-12-22,1009008000000,65545.5,40727.4,29649300.0,38,2017-04-06 09:19:26,0,0.159331,6.222,2458000.0,0.330623,0.948701,23.8993,249.986,337.515,0.635039,154.606,1.26236,2457980.0,20.2542,1.06662,0
3063789,3063789,23.9,0.0274098,0.0612902,2002-01-08,1010476800000,36975.1,22974.9,31489900.0,11,2017-04-06 09:16:44,6,0.0129264,6.487,2458000.0,0.4387,0.904402,11.7428,33.8164,314.152,0.507641,228.791,1.30116,2458050.0,303.583,1.14594,0
3102728,3102728,20.8,0.114263,0.2555,2002-01-08,1010476800000,60790.8,37773.1,6246500.0,47,2017-04-06 09:27:39,0,0.00641952,7.283,2458000.0,0.437401,0.779004,29.8907,287.865,251.135,0.438267,323.83,1.11974,2457880.0,168.755,1.43349,1
3102762,3102762,24.1,0.024998,0.0558973,2002-01-08,1010476800000,21096.4,13108.5,3986080.0,21,2017-04-06 09:15:33,0,0.012946,6.101,2458000.0,0.0129613,0.992546,10.7476,106.372,361.181,0.979682,101.639,1.00541,2458170.0,188.482,0.996731,0
3144532,3144532,18.8,0.287016,0.641787,2002-01-08,1010476800000,76439.7,47496.7,35969800.0,30,2017-04-06 09:14:30,1,0.172999,5.684,2458000.0,0.223822,1.02969,43.3851,287.678,381.643,0.799221,43.0892,1.26016,2457860.0,132.545,0.94329,0
3276398,3276398,22.1,0.0627922,0.140408,2002-01-08,1010476800000,75881.9,47150.0,40540900.0,19,2017-04-06 09:11:07,4,0.00469688,6.256,2458000.0,0.245749,0.958606,5.57015,229.902,342.814,0.72303,112.77,1.19418,2458040.0,314.095,1.05013,0
3736405,3736405,23.2,0.0378361,0.084604,2002-01-08,1010476800000,21399.6,13296.9,14364400.0,15,2017-04-06 08:30:00,5,0.125246,3.726,2458000.0,0.446702,1.98272,4.38716,137.726,1019.74,1.09703,319.129,2.8684,2458400.0,219.216,0.353031,0
2373579,2373579,18.7,0.300543,0.672034,2002-01-15,1011081600000,70828.7,44010.2,38756700.0,30,2017-04-06 09:22:28,0,0.179329,4.541,2458000.0,0.33048,1.44689,18.3302,95.5684,635.696,0.968719,91.1399,1.92505,2458060.0,328.374,0.566308,0
3444300,3444300,25.5,0.0131192,0.0293353,2002-01-15,1011081600000,28960.8,17995.1,1431820.0,15,2017-04-06 09:01:39,7,0.00766483,5.59,2458000.0,0.273012,1.10545,5.55779,300.026,424.531,0.803651,93.1677,1.40725,2458180.0,206.872,0.847996,0
2004660,2004660,18.2,0.378361,0.84604,2002-01-22,1011686400000,19507.9,12121.4,2697940.0,105,2017-07-27 06:21:49,0,0.00290752,4.493,2458000.0,0.360007,1.48868,1.4317,314.443,663.441,0.952747,158.02,2.02462,2458260.0,219.376,0.542625,1
2416002,2416002,20.5,0.131192,0.293353,2002-01-22,1011686400000,63142.3,39234.2,16024800.0,31,2017-04-06 09:21:23,0,0.090748,6.554,2458000.0,0.546425,0.875016,27.7526,115.77,298.966,0.396885,147.242,1.35315,2458060.0,292.852,1.20415,0
3114020,3114020,20.2,0.150628,0.336815,2002-01-22,1011686400000,42791.6,26589.0,22858500.0,18,2017-04-06 09:15:29,1,0.175909,3.134,2458000.0,0.589396,2.49181,20.7328,324.865,1436.72,1.02315,122.731,3.96047,2458010.0,357.186,0.250571,0
3409651,3409651,19.6,0.198566,0.444008,2002-01-22,1011686400000,119558.0,74288.6,33920000.0,23,2017-04-06 09:03:37,1,0.175833,3.802,2458000.0,0.746081,1.69721,14.5853,208.742,807.607,0.430954,153.855,2.96346,2457910.0,39.2619,0.445761,0
3720978,3720978,20.3,0.143849,0.321655,2002-01-22,1011686400000,44505.6,27654.1,45859200.0,35,2017-04-06 08:33:13,0,0.0182368,5.033,2458000.0,0.181625,1.25939,21.2855,133.142,516.227,1.03066,188.891,1.48813,2457760.0,166.816,0.697368,1
3092114,3092114,26.4,0.00866774,0.0193817,2002-01-22,1011686400000,36556.8,22715.0,24858200.0,12,2017-04-06 09:18:21,6,0.0355467,6.384,2458000.0,0.0929009,0.936096,12.3848,329.053,330.81,0.849132,354.064,1.02306,2458120.0,228.743,1.08824,0
3114033,3114033,26.9,0.00688503,0.0153954,2002-02-08,1013155200000,80509.0,50025.1,296180.0,8,2017-04-06 09:15:27,9,0.00142906,3.505,2452320.0,0.723022,1.95267,6.81885,140.359,996.649,0.540846,264.895,3.3645,2452270.0,17.77,0.36121,0
3712472,3712472,20.9,0.10912,0.244001,2002-02-08,1013155200000,26184.2,16269.8,41323800.0,23,2017-04-06 08:35:24,3,0.195459,4.476,2458000.0,0.285045,1.50112,11.2608,127.647,671.77,1.07323,91.7726,1.929,2457800.0,109.123,0.535898,0
3485263,3485263,22.7,0.0476328,0.10651,2002-02-15,1013760000000,36203.9,22495.7,8426400.0,19,2017-04-06 08:58:37,6,0.0465334,7.158,2458000.0,0.30213,0.811487,7.59196,303.511,267.006,0.566312,350.668,1.05666,2458020.0,338.485,1.34829,0
3743123,3743123,23.4,0.0345069,0.0771598,2002-02-15,1013760000000,68844.3,42777.2,37881300.0,15,2017-09-03 06:18:06,0,0.051852,5.976,2458000.0,0.0478542,1.00064,27.7227,328.986,365.605,0.952751,327.973,1.04852,2457950.0,52.0104,0.984669,0
3114037,3114037,20.8,0.114263,0.2555,2002-02-22,1014364800000,36886.1,22919.6,11993800.0,31,2017-04-06 09:15:26,5,0.124748,3.302,2458000.0,0.529295,2.36365,15.7107,157.406,1327.31,1.11258,356.244,3.61471,2457630.0,100.447,0.271225,0
3404494,3404494,24.2,0.0238729,0.0533815,2002-02-22,1014364800000,47656.5,29611.9,22491000.0,8,2017-04-06 09:04:13,7,0.0167652,7.072,2458000.0,0.226697,0.820588,19.1603,342.58,271.51,0.634563,0.458837,1.00661,2457920.0,102.239,1.32592,0
3684008,3684008,21.2,0.0950399,0.212516,2002-02-22,1014364800000,94773.4,58888.5,37559400.0,6,2017-04-06 08:39:07,6,0.0667857,4.469,2458000.0,0.437399,1.44241,24.5684,151.732,632.752,0.811504,97.0778,2.07333,2458080.0,317.562,0.568943,0
3768016,3768016,23.1,0.0396192,0.0885913,2002-02-22,1014364800000,35179.7,21859.3,42902200.0,29,2017-06-02 06:17:28,3,0.000436928,4.809,2458000.0,0.586227,1.30042,4.3736,155.992,541.656,0.538078,103.1,2.06276,2457860.0,92.4457,0.664628,0
2334412,2334412,20.2,0.150628,0.336815,2002-03-08,1015574400000,27314.9,16972.4,29527300.0,99,2017-04-06 09:23:25,0,0.188858,5.119,2458000.0,0.0460518,1.24927,13.0257,181.101,510.014,1.19174,186.245,1.3068,2458240.0,191.1,0.705863,0
2366470,2366470,19.4,0.217724,0.486845,2002-03-08,1015574400000,42912.1,26663.9,28490800.0,43,2017-04-06 09:22:38,0,0.233191,4.579,2458000.0,0.282231,1.42391,22.8116,182.214,620.612,1.02204,267.132,1.82577,2457840.0,95.0394,0.580073,0
3117427,3117427,24.4,0.0217724,0.0486845,2002-03-08,1015574400000,37030.0,23009.0,289106.0,16,2017-04-06 09:15:22,5,0.000518411,6.434,2458000.0,0.363321,0.920823,1.55755,345.963,322.747,0.586268,58.9517,1.25538,2458080.0,271.541,1.11542,0
3117446,3117446,24.0,0.0261762,0.0585317,2002-03-08,1015574400000,33051.8,20537.1,1139260.0,8,2017-04-06 09:15:19,8,0.00849026,7.057,2452360.0,0.34204,0.824025,6.62812,164.296,273.218,0.542176,223.222,1.10587,2452260.0,130.443,1.31763,0
3645650,3645650,24.0,0.0261762,0.0585317,2002-03-08,1015574400000,25054.2,15567.7,32513200.0,12,2017-04-06 08:45:08,6,0.0951041,5.193,2458000.0,0.0964651,1.22665,10.2165,320.476,496.226,1.10832,0.00691762,1.34498,2458000.0,356.8,0.725476,0
3729843,3729843,22.2,0.0599661,0.134088,2002-03-08,1015574400000,79904.6,49649.6,27105400.0,8,2017-04-06 08:31:25,5,0.0640711,3.626,2458000.0,0.589714,1.97393,5.71635,286.044,1012.97,0.809874,163.251,3.13798,2458380.0,226.398,0.355391,0
3150768,3150768,24.5,0.0207925,0.0464934,2002-03-08,1015574400000,52789.3,32801.2,36618200.0,14,2017-04-06 09:14:18,5,0.0119604,6.26,2458000.0,0.0517905,0.957726,15.2671,346.014,342.342,0.908125,23.81,1.00733,2458040.0,322.942,1.05158,0
3114105,3114105,22.4,0.0546898,0.12229,2002-03-15,1016179200000,43780.2,27203.3,5202400.0,7,2017-04-06 09:15:24,8,0.03561,4.691,2452340.0,0.423042,1.37766,11.2911,342.476,590.625,0.794853,262.828,1.96047,2452400.0,322.51,0.609524,0
2163250,2163250,15.5,1.31192,2.93353,2002-03-15,1016179200000,74112.2,46050.4,36984100.0,117,2017-08-25 06:19:43,0,0.250766,2.926,2458000.0,0.539717,2.68966,35.0223,170.314,1611.18,1.238,350.984,4.14131,2458800.0,180.59,0.223439,0
2191094,2191094,20.1,0.157727,0.352688,2002-03-15,1016179200000,85943.0,53401.7,7286580.0,24,2017-04-06 09:25:41,0,0.0812265,3.289,2458000.0,0.641524,2.11462,32.1674,349.449,1123.17,0.75804,259.345,3.4712,2458010.0,356.334,0.32052,0
2326388,2326388,18.2,0.378361,0.84604,2002-03-15,1016179200000,57779.0,35901.6,23699800.0,89,2017-09-27 06:52:20,0,0.232868,4.901,2458000.0,0.496238,1.2741,17.9535,330.331,525.295,0.641843,145.731,1.90636,2458100.0,293.466,0.685329,0
3117468,3117468,22.5,0.0522283,0.116786,2002-03-15,1016179200000,51709.0,32130.0,3811730.0,22,2017-06-21 06:17:20,1,0.0413485,6.026,2458000.0,0.4627,0.988424,9.4884,188.513,358.933,0.53108,226.703,1.44577,2458030.0,334.881,1.00297,0
3274304,3274304,22.2,0.0599661,0.134088,2002-03-15,1016179200000,40042.3,24880.7,15031900.0,28,2017-07-31 11:21:30,0,0.0696479,4.889,2455350.0,0.233099,1.30807,20.8905,346.978,546.441,1.00316,227.515,1.61298,2455130.0,149.829,0.658808,0
3092487,3092487,21.613,0.0785789,0.175708,2002-03-22,1016784000000,29632.7,18412.6,41372800.0,10,2017-04-06 09:15:51,9,0.153083,3.481,2452230.0,0.557969,2.09062,19.4055,48.1608,1104.11,0.924117,74.0195,3.25712,2452290.0,340.426,0.326056,0
3117436,3117436,24.8,0.0181095,0.040494,2002-03-22,1016784000000,37414.9,23248.2,1509870.0,12,2017-04-06 09:15:20,8,0.0126299,4.402,2452350.0,0.428301,1.51797,3.79775,169.92,683.116,0.867824,66.5424,2.16812,2452400.0,335.058,0.526997,0
2141354,2141354,17.4,0.546898,1.2229,2002-03-22,1016784000000,46820.1,29092.2,29641400.0,159,2017-08-01 06:18:44,0,0.0913315,3.7,2458000.0,0.450421,1.98927,10.9164,203.972,1024.8,1.09326,0.523121,2.88528,2458510.0,180.502,0.351289,0
